,current_location,current_work,previous_work,latest_Education,major,search_school,latitude,longitude,state,county,city,fips,current_company,previous_company,current_company_industry,previous_company_industry
95,"San Francisco, California, United States",Chief Operating Officer at ExcepGen,Strategy Manager & Chief of Staff at Velano Vascular,Brown University,Biotechnology,Brown University,37.779026,-122.419906,California,,San Francisco,6075.0,ExcepGen,Velano Vascular,,339112 Veterinarians' instruments and apparatus manufacturing
96,"New York, New York, United States",CEO & Co-Founder at akorda,Co-Founder at Recommind Inc,Brown University,Biochemistry & Molecular Biology,Brown University,40.712728,-74.006015,New York,,New York,36061.0,akorda,Recommind Inc,453998 Trophy (including awards and plaques) shops,"334613 Video tapes, blank, manufacturing"
97,Stockholm  ,Co-founder & CEO  at Curb Food,CEO Nordics at Delivery Hero SE,"King's College London, U. of London",Business Management,Brown University,59.325117,18.071094,,Stockholms,Stockholms kommun,,Curb Food,Delivery Hero SE,,561110 Office management services
98,Los Angeles  ,CEO / Founder at Imprint Projects,Co-Owner at Family Bookstore,Brown University,Art Semiotics,Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,Imprint Projects,Family Bookstore,,
99,"Apollo Beach, Florida, United States",Co-Founder & Chief Operating Officer at Diverse Workforce Consultants,Vice President; Senior Labor Consultant at Reliant Labor Consulting,Washington University in St. Louis School of Law,Law,Brown University,27.772944,-82.398138,Florida,Hillsborough,,12057.0,Diverse Workforce Consultants,Reliant Labor Consulting,,
100,"Los Angeles, California, United States",CEO & Co-Founder at Forager,Partner at Phyllis Street Consulting,UCLA Anderson School of Management,Entrepreneurship,Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,Forager,Phyllis Street Consulting,"311411 Vegetables, frozen, manufacturing",
101,"New York, New York, United States",EVP Corporate Strategy | M&A at Pluralsight,Vice President Strategy and Business Development - Partner Ecosystem at IBM,1998–2000,Competitive Strategies,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Pluralsight,IBM,"511210 Utility software, computer, packaged",518210 Web hosting
102,"Los Angeles, California, United States","Chief Executive Officer at Praedicat, Inc.",Senior Economist at RAND,Brown University,Economics,Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,"Praedicat, Inc.",RAND,"511210 Utility software, computer, packaged","333415 Water (i.e., drinking) coolers, mechanical, manufacturing"
103,United States,"CEO, Founder at Intimately.co",Head of Marketing at Actiondesk,Brown University,"Visual Arts, French and Francophone Studies",Brown University,39.78373,-100.445882,,,,,Intimately.co,Actiondesk,,
104,"Houston, Texas, United States",CEO/Co-Founder at Solugen,MD/PhD  at UT Southwestern Medical Center,2006–2010,"Neuroscience, Computational Biology",Brown University,29.758938,-95.367697,Texas,Harris,Houston,48201.0,Solugen,UT Southwestern Medical Center,325320 Xanthone insecticides manufacturing,622110 Osteopathic hospitals
105,New York City  ,Chief Operating Officer at Cater2.me,Chief Of Staff at Cater2.me,Brown University,"International Relations, Economics, Arabic",Brown University,40.712728,-74.006015,New York,,New York,36061.0,Cater2.me,Cater2.me,,
106, Boston,"Vice President, U.S. Group Procurement at Toray Industries, Inc.","Vice President, Procurement & Engineering at Toray Plastics (America), Inc.",MIT Sloan School of Management,Operations Management,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,"Toray Industries, Inc.","Toray Plastics (America), Inc.",423830 Woodworking machinery merchant wholesalers,326113 Vinyl and vinyl copolymer film and unlaminated sheet (except packaging) manufacturing
107,"Stamford, Connecticut, United States",Group Chief Financial Officer at Point72,Business Unit Leader at SoFi,Brown University,Double Major: Business Economics; Organizational Behavior & Mgmt,Brown University,41.05343,-73.538734,Connecticut,Fairfield,Stamford,9001.0,Point72,SoFi,"523999 Transfer agencies, securities",999990
108,"Austin, Texas, United States",Co-Founder at Ethos Life,"Co-Founder, CPO/CTO at Ovid Corp.",Stanford University Graduate School of Business,Applied Mathematics - Economics; Mechanical Engineering,Brown University,30.271129,-97.7437,Texas,Travis,Austin,48453.0,Ethos Life,Ovid Corp.,,
109,United States,"Co-Founder, COO and Head of Product at Float",Founder at AKOS,University of Pennsylvania - The Wharton School,Business Economics,Brown University,39.78373,-100.445882,,,,,Float,AKOS,327215 Watch crystals made from purchased glass,454110
110,"New York, New York, United States","Vice President, Americas B2B eCommerce Center of Excellence at the LEGO Group","Head of Digital, North America eCommerce at Richemont",Harvard Business School,"Commerce, Organizations & Entrepreneurship",Brown University,40.712728,-74.006015,New York,,New York,36061.0,the LEGO Group,Richemont,,522298 Short-term inventory credit lending
111,,Venture Fellow Lead at MiraclePlus (former Y Combinator China),Data Science Intern at Tovala,University of Chicago,Computational Social Science,Brown University,,,,,,,MiraclePlus (former Y Combinator China),Tovala,,"484210 Van lines, moving and storage services"
112,San Francisco Bay ,Chief Executive Officer at Packagecloud,Operations & Security Strategy at Packagecloud,Brown University,Cybersecurity,Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,Packagecloud,Packagecloud,,
113,New York City  ,Co-Founder and President at Talent Tech Labs,"Board Director at UMS Group, Inc",Brown University,Engineering / Economics,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Talent Tech Labs,"UMS Group, Inc","541511 Web (i.e., Internet) page design services, custom",541611 Strategic planning consulting services
114,San Francisco Bay ,"Chief Executive Officer, Co-founder, Director at Providence Medical Technology, Inc.",Supervisory Board Member at HoloSurgical,Brown University,Organizational Behavior and Management,Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,"Providence Medical Technology, Inc.",HoloSurgical,,
115,"New York, New York, United States",Head Of Operations at Yoni Circle,Chief Operating Officer at 305 Fitness,Brown University,"Sociology, French",Brown University,40.712728,-74.006015,New York,,New York,36061.0,Yoni Circle,305 Fitness,,
116,"Austin, Texas, United States",Founder and CEO at PreFix Inc.,"Director, Program Management and Strategy at Rev Worldwide",The University of Chicago Booth School of Business,"Finance, Strategic Management",Brown University,30.271129,-97.7437,Texas,Travis,Austin,48453.0,PreFix Inc.,Rev Worldwide,541990 Weather forecasting services,522320 U.S. Central Credit Union
117,San Francisco Bay ,Managing Director at LionTree LLC,"Managing Director, Global Co-Head of Internet & Digital Media Investment Banking at Bank of America Merrill Lynch",Stanford Law School,"Economics, Political Science",Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,LionTree LLC,Bank of America Merrill Lynch,523110 Underwriting securities,522110 State commercial banks
118,New York City  ,Chief Marketing Officer & Co-founder at Oscar Massin,Chief Marketing Officer at John Hardy,1993–1997,Visual Art & English Lit,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Oscar Massin,John Hardy,,448310 Watch shops
119,Peru,Vice Presidente de Tecnología  at Intercorp Retail,Vicepresidente de Tecnologia at Ransa,Georgetown University,International Business Diplomacy,Brown University,-6.86997,-75.045852,,,,,Intercorp Retail,Ransa,551112 Public utility holding companies,"488490 Trucking terminals, independently operated"
120,"New York, New York, United States",SVP - Operations Strategy & Development at Wonder,Chief Business Development Officer at Boxed,Brown University,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Wonder,Boxed,424690 Wood treating preparations merchant wholesalers,"424470 Processed meats (e.g., luncheon, sausage) merchant wholesalers"
121,"Brooklyn, New York, United States",Co-Founder at FARO Collective,,1998–2002,Industrial Design,Brown University,40.652601,-73.949721,New York,,,,FARO Collective,,,
122,"Boulder, Colorado, United States",President and CEO at Sustainable Power Systems,"President at Sustainable Automation, Inc.",+ 2 more,,Brown University,40.014986,-105.270545,Colorado,Boulder,Boulder,8013.0,Sustainable Power Systems,"Sustainable Automation, Inc.",,
123,"Washington,  of Columbia, United States",President at Endurans™ Solar,"Board Member at Pharos Solar, LLC",University of Michigan - Stephen M. Ross School of Business,Emphasis on Marketing and Strategy,Brown University,38.895037,-77.036543,District of Columbia,,Washington,,Endurans™ Solar,"Pharos Solar, LLC",,
124,Colombia,Director de Tecnologías de Innovación at Banco Davivienda,Deputy Director at Ministerio de Tecnologías de la Información y las Comunicaciones,Brown University,"Business Administration and Management, General",Brown University,4.099917,-72.908813,,,,,Banco Davivienda,Ministerio de Tecnologías de la Información y las Comunicaciones,713120 Video game arcades (except gambling),561110 Office management services
125,"Charlotte, North Carolina, United States","SVP, Sr. Application Security Architect & Manager at Bank of America","VP, Cyber Resilience Lead at Bank of America",Brown University,Cyber Security,Brown University,35.227209,-80.843083,North Carolina,Mecklenburg,Charlotte,37119.0,Bank of America,Bank of America,522110 State commercial banks,522110 State commercial banks
126, Boston,Co-founder at MY-TAKE LLC,Chief Marketing Officer - PF Division at Jarden Corporation,Brown University,Technology Leadership,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,MY-TAKE LLC,Jarden Corporation,,999990
127,Singapore,Group Chief Financial Officer at Cloud Kinetics & Infofabrica,Founding Partner at Quvat Management Pte Ltd,1989–1993,Economics,Brown University,1.357107,103.819499,,,,,Cloud Kinetics & Infofabrica,Management Pte Ltd,,551112 Public utility holding companies
128,"Omaha, Nebraska, United States",Chief Information Officer at Scooter's Coffee,Principal at Retail Digital Strategy,University of Nebraska at Omaha,Business & Information Technology,Brown University,41.258746,-95.938376,Nebraska,Douglas,Omaha,31055.0,Scooter's Coffee,Retail Digital Strategy,722513 Take out eating places,
129,"Spring, Texas, United States","Global Head, Projects and Facilities Engineering at Hess Corporation",Head of Global Facilities at Hess Corporation,Brown University,Technology Leadership,Brown University,30.079883,-95.417255,Texas,Harris,,48201.0,Hess Corporation,Hess Corporation,211120,211120
130, Boston,Chief Technology Officer at Intus Care,Software Engineer/Data Science Intern at Upserve,Brown University,Computer Science,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Intus Care,Upserve,,"541511 Web (i.e., Internet) page design services, custom"
131,"Charleston, South Carolina  ",Chief Strategy Officer at Dymicron,Chief Commercial Officer at Titan Spine,Brown University,International Relations and Political Science,Brown University,32.787601,-79.940273,South Carolina,Charleston,Charleston,45019.0,Dymicron,Titan Spine,,"423450 X-ray machines and parts, medical and dental, merchant wholesalers"
132, Boston,Chief Development Officer at Mint House,"Managing Director, Business Development & IR at Driftwood Capital",Brown University,Business/Economics,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Mint House,Driftwood Capital,311421 Vegetables pickling,
133,"Salem, Massachusetts, United States",Chief Operating Officer at Salem Glass Company,,Harvard Business School,Business/Managerial Economics,Brown University,42.519529,-70.896723,Massachusetts,Essex,Salem,25009.0,Salem Glass Company,,,
134,"New York, New York, United States",Chief Investment Officer at Pritzker Family Foundations,Founder and Chief Investment Officer at Idyllic Partners,Brown University,Business Economics and Psychology,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Pritzker Family Foundations,Idyllic Partners,,
