,Unnamed: 0,current_location,current_work,previous_work,latest_Education,major,search_school,coordinate,state,county,city,latitude,longitude,fips,current_company,previous_company,current_company_industry,previous_company_industry,current_NAICS,previous_NAICS,current_NAICS_title,current_avg_salary,previous_NAICS_title
74,74,"San Jose, California, United States","Director, Platform Operations at NBCUniversal Media, LLC","Manager, Platform Operations - Intellectual Property:  Analytics, Operations and Technology at NBCUniversal Media, LLC","University of California, Riverside",Law & Society; Anthropology,"University of California, Riverside","(37.3361905, -121.890583)",California,Santa Clara,San Jose,37.33619,-121.890583,6085.0,"NBCUniversal Media, LLC","NBCUniversal Media, LLC","713110 Water parks, amusement","713110 Water parks, amusement",71,71,"Arts, Entertainment, and Recreation",51732.192,"Arts, Entertainment, and Recreation"
75,75,"Riverside, California, United States","Executive Vice President, Chief Strategy Officer at Altura Credit Union","Senior Vice President, Technology at Altura Credit Union",California State University-San Bernardino,"Business Administration and Management, General","University of California, Riverside","(33.9459413, -117.41024442439222)",California,Riverside,Riverside,33.945941,-117.410244,6065.0,Altura Credit Union,Altura Credit Union,"522130 Unions, credit","522130 Unions, credit",52,52,Finance and Insurance,80163.492,Finance and Insurance
76,76,,Regional Vice President of New Partners & Business Development at Wiley University Services,Vice President of Corporate Partnerships at Pearson,General Assembly,Marketing,"University of California, Riverside",,,,,,,,Wiley University Services,Pearson,,"511199 Yearbook (e.g., high school, college, university) publishers and printing combined",,51,,,Information
77,77,"Orange County, California, United States","Executive Advisor at University of California, Riverside",Principal at Citadel Consulting,The George Washington University,International/Global Studies,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,"University of California, Riverside",Citadel Consulting,"923110 University regents or boards, government",,92,,,,
78,78,"Plano, Texas, United States",Lead Product Manager - Wearables at Samsung Electronics America,Marketing Manager - Mobile at Samsung Electronics America,Cornell Johnson Graduate School of Management,"Business Administration, Marketing","University of California, Riverside","(33.0136764, -96.6925096)",Texas,Collin,Plano,33.013676,-96.69251,48085.0,Samsung Electronics America,Samsung Electronics America,"423620 Video cameras, household-type, merchant wholesalers",,42,,Wholesale Trade,68623.359,
79,79,,"Assistant Manager, Site Experience at Urban Decay Cosmetics",Digital Marketing Specialist at Skechers,"University of California, Riverside","Media and Cultural Studies, Business Administration Minor","University of California, Riverside",,,,,,,,Urban Decay Cosmetics,Skechers,424210 Vitamins merchant wholesalers,316210 Work shoes manufacturing,42,31-33,Wholesale Trade,68623.359,Manufacturing
80,80,"Lille, Hauts-de-France, France",CEO & Founder at WheelOfWork,Regional Manager at SThree,"University of California, Riverside","Business Administration and Management, General","University of California, Riverside","(50.6365654, 3.0635282)",Hauts-de-France,Nord,Lille,50.636565,3.063528,,WheelOfWork,SThree,,551112 Public utility holding companies,,55,,,Management of Companies and Enterprises
81,81,"Costa Mesa, California, United States",Vice President Business Solutions at Kingsbridge Technologies,Regional Director at Resources Global Professionals,"University of California, Irvine - The Paul Merage School of Business","Business Administration and Management, General","University of California, Riverside","(33.6636611, -117.91946518435181)",California,Orange,Costa Mesa,33.663661,-117.919465,6059.0,Kingsbridge Technologies,Resources Global Professionals,,551112 Public utility holding companies,,55,,,Management of Companies and Enterprises
82,82,"Los Angeles, California, United States",Executive Vice President at U.S. Bank,"SVP, National Managing Director Strategic Markets and Affordable Home Lending at U.S. Bank",1975–1980,History,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,U.S. Bank,U.S. Bank,522110 State commercial banks,522110 State commercial banks,52,52,Finance and Insurance,80163.492,Finance and Insurance
83,83,Los Angeles  ,"Chief Strategy Officer (CSO) at Community Health Systems, Inc. (FQHC)","Chief Operating Officer at Community Health Systems, Inc. (FQHC)",Claremont Graduate University,Health Services Leadership and Administration,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,"Community Health Systems, Inc. (FQHC)","Community Health Systems, Inc. (FQHC)",,,,,,,
84,84,"San Diego, California, United States","Co Founder & Product Owner at Cordial, Inc.",Founder at Bandfarm Inc.,1988–1992,English,"University of California, Riverside","(32.7174202, -117.1627728)",California,San Diego,San Diego,32.71742,-117.162773,6073.0,"Cordial, Inc.",Bandfarm Inc.,541690 Security consulting services,,54,,"Professional, Scientific, and Technical Services",77645.346,
85,85,"San Diego, California, United States",Director of Operations at Bird Rock Systems,Operations Manager at Bird Rock Systems,"University of California, Riverside",Economics,"University of California, Riverside","(32.7174202, -117.1627728)",California,San Diego,San Diego,32.71742,-117.162773,6073.0,Bird Rock Systems,Bird Rock Systems,443142 Video tape stores,443142 Video tape stores,44-45,44-45,Retail Trade,56013.266,Retail Trade
86,86,Los Angeles  ,"Senior Director of Strategic Sourcing at Electric Power Systems, Inc.","Commodity Procurement Lead, Electronics at Meggitt","University of California, Riverside",Business Administration,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,"Electric Power Systems, Inc.",Meggitt,541330 Traffic engineering consulting services,334519 Wind direction indicators manufacturing,54,31-33,"Professional, Scientific, and Technical Services",77645.346,Manufacturing
87,87,Los Angeles  ,Director of Product Design at BlackLine,UX/Design Strategist at Freelance,Art Center College of Design,Media Design,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,BlackLine,Freelance,"511210 Utility software, computer, packaged",512110 Video production and distribution,51,51,Information,73855.595,Information
88,88,"Hanford, California, United States",President and CEO at Heritage Realtors and Property Management,,"University of California, Berkeley",Political Science,"University of California, Riverside","(36.3274502, -119.6456844)",California,Kings,Hanford,36.32745,-119.645684,6031.0,Heritage Realtors and Property Management,,,,,,,,
89,89,"Boston, Massachusetts, United States",Chief Digital Officer at The Hoffman Agency at The Hoffman Agency,SVP | GM Boston | Digital Practice Lead  at LEWIS Global Communications,Azusa Pacific University,Organizational Management,"University of California, Riverside","(42.3602534, -71.0582912)",Massachusetts,Suffolk,Boston,42.360253,-71.058291,25025.0,The Hoffman Agency,LEWIS Global Communications,541820 Public relations services,541820 Public relations services,54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
90,90,"Orange County, California, United States","Sales Development Manager at Veritone, Inc.","Sales Development Representative at Veritone, Inc.","University of California, Riverside",Business Administration,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,"Veritone, Inc.","Veritone, Inc.",518210 Web hosting,518210 Web hosting,51,51,Information,73855.595,Information
91,91,"Los Angeles, California, United States",Founder & Chief Executive Officer at Innovative Partnerships Group,President at Premier Ventures,1999–2002,Business,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Innovative Partnerships Group,Premier Ventures,,561110 Office management services,,56,,,Administrative and Support and Waste Management and Remediation Services
92,92,"Los Angeles County, California, United States",Owner at Amalfi Estates,Owner at Amalfi Mortgage,Harvard Business School,Advanced Negotiations Class,"University of California, Riverside","(34.3155072, -118.2096814)",California,Los Angeles,,34.315507,-118.209681,6037.0,Amalfi Estates,Amalfi Mortgage,,,,,,,
93,93,"Tustin, California, United States",Director Of Information Technology at San Bernardino City Unified School District,Assistant Director of Research & Evaluation at Lynwood Unified School District,"University of California, Riverside",Computer Science,"University of California, Riverside","(33.7458511, -117.826166)",California,Orange,,33.745851,-117.826166,6059.0,San Bernardino City Unified School District,Lynwood Unified School District,"611110 Seminaries, below university grade","611110 Seminaries, below university grade",61,61,Educational Services,67390.465,Educational Services
94,94,,Procurement Specialist - Facilities and Construction at Faraday Future,"Senior Government Contracts Buyer at Woodward, Inc.","University of California, Irvine - The Paul Merage School of Business",Bachelor of Science in Business Administration - Operations and Supply Chain Management,"University of California, Riverside",,,,,,,,Faraday Future,"Woodward, Inc.",336111 Hearses assembling on chassis of own manufacture,333618 Semidiesel engines manufacturing,31-33,31-33,Manufacturing,69174.562,Manufacturing
95,95,"Yorba Linda, California, United States",Founder & President at Red Mallard,Writer/AE/Web at Hobbs/Herder Advertising,"University of California, Riverside",Creative Writing,"University of California, Riverside","(33.8901096, -117.8249705)",California,Orange,,33.89011,-117.82497,6059.0,Red Mallard,Hobbs/Herder Advertising,,,,,,,
96,96,"Orange County, California, United States",Senior Operations Director at Berkadia,Senior Commercial Real Estate Associate at Reliance Valuation Group,"University of California, Riverside",Economics,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,Berkadia,Reliance Valuation Group,,,,,,,
97,97,Los Angeles  ,"Sr. Manager, Marketing Technology and Digital Operations at City of Hope","Manager, Digital Operations at City of Hope",University of Southern California,Masters of Communication Management,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,City of Hope,City of Hope,622110 Osteopathic hospitals,622110 Osteopathic hospitals,62,62,Health Care and Social Assistance,76373.049,Health Care and Social Assistance
98,98,"Los Angeles, California, United States",President at MRC Creations,,2003–2008,Business Economics,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,MRC Creations,,,,,,,,
99,99,"Huntington Beach, California, United States",Managing Partner at Culminate Care,Chief Financial Officer at 360 Clinic,California State University-Fullerton,Accounting,"University of California, Riverside","(33.6783336, -118.0000166)",California,Orange,Huntington Beach,33.678334,-118.000017,6059.0,Culminate Care,360 Clinic,,,,,,,
